,Authors,Title,Subtitle,Publisher,Date Published,Description,ISBN-10,ISBN-13,Page Count,Print Type,Genres,Average Rating,Ratings Count,Image Link,Language,Preview Link,Sale Country,Saleability,E-Book,Summary
80,['James Thurber'],The 13 Clocks,(Penguin Classics Deluxe Edition),Penguin,2016-08-02,"A giant of American humor makes his Penguin Classics debut with “probably the best book in the world” (Neil Gaiman, from the Introduction), in a stunning Deluxe Edition featuring the original, full-color illustrations The hands of all thirteen clocks stand still in the gloomy castle on a lonely hill where a wicked Duke lives with his niece, the beautiful Princess Saralinda. The Duke fancies he has frozen time, for he is afraid that one day a Prince may come and win away the hand of the Princess—the only warm hand in the castle. To thwart that fate, he sets impossible tasks for Saralinda’s suitors. But when the bold Prince Zorn of Zorna arrives, disguised as a wandering minstrel, and helped by the enigmatic Golux, the cold Duke may at last have met his match. Since it was first published in 1950, James Thurber’s sublimely whimsical fairy tale of love forestalled but ultimately fulfilled has delighted readers of all ages. It is published here with Marc Simont’s enchanting, full-color illustrations from the first edition. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",9780143110149,9780143110149,128.0,BOOK,['Fiction'],4.0,32.0,http://books.google.com/books/content?id=HdCoDAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=HdCoDAAAQBAJ&dq=isbn:9780143110149&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators."
81,['Ray Bradbury'],Fahrenheit 451,A Novel,Simon and Schuster,2012-01-10,"A totalitarian regime has ordered all books to be destroyed, but one of the book burners, Guy Montag, suddenly realizes their merit.",9781451673319,9781451673319,159.0,BOOK,['Fiction'],4.0,442.0,http://books.google.com/books/content?id=y3CyRurE7P4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=y3CyRurE7P4C&printsec=frontcover&dq=isbn:9781451673319&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"A totalitarian regime has ordered all books to be destroyed, but one of the book burners, Guy Montag, suddenly realizes their merit."
82,['Ursula K. Le Guin'],The Lathe Of Heaven,A Novel,Simon and Schuster,2008-04-15,"George Orr discovers that his dreams possess the remarkable ability to change the world, and when he falls into the hands of a power-mad psychiatrist, he counters by dreaming up a perfect world that can overcome his nightmares, in a new edition of the classic science fiction novel. Reprint. 20,000 first printing.",9781416556961,9781416556961,192.0,BOOK,['Fiction'],4.0,71.0,http://books.google.com/books/content?id=sZZ7xHC3-JIC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=sZZ7xHC3-JIC&printsec=frontcover&dq=isbn:9781416556961&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"George Orr discovers that his dreams possess the remarkable ability to change the world, and when he falls into the hands of a power-mad psychiatrist, he counters by dreaming up a perfect world that can overcome his nightmares, in a new ..."
83,['Philip K. Dick'],Do Androids Dream of Electric Sheep?,,Del Rey,1996,"Captures the strange world of twenty-first-century Earth, a devastated planet in which sophisticated androids, banned from the planet, fight back against their potential destroyers",9780345404473,9780345404473,244.0,BOOK,['Fiction'],3.5,3261.0,http://books.google.com/books/content?id=3vExWrUnJB0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=3vExWrUnJB0C&printsec=frontcover&dq=isbn:9780345404473&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Captures the strange world of twenty-first-century Earth, a devastated planet in which sophisticated androids, banned from the planet, fight back against their potential destroyers"
84,['Philip K. Dick'],A Scanner Darkly,,Houghton Mifflin Harcourt,2011,"Bob Arctor is a junkie and a drug-dealer, both using and selling the mind-altering Substance D. Fred is a law enforcement agent, tasked with bringing Bob down. It sounds like a standard case. The only problem is that Bob and Fred are the same person. In order to infiltrate the drug ring he hopes to bring down, Fred has had to use Substance D, but Substance D, or ""Slow Death,"" causes the consciousness to split in two, creating distinct personalities that are entirely unaware of the other's existence. Now, Bob must keep from being caught by Fred, while Fred must keep his suspicious superiors at bay. In this semi-autobiographical novel, Dick looks back on his own drug abuse and his own friends who he lost to drugs. By turns thrilling, mind-bending, laught-out-loud funny, and heart-wrenchingly sad, A Scanner Darkly is an award-winning book made into a cult film and may just be Dick's best novel.",9780547572178,9780547572178,289.0,BOOK,['Fiction'],5.0,1.0,http://books.google.com/books/content?id=hg9njt3vmgQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=hg9njt3vmgQC&printsec=frontcover&dq=isbn:9780547572178&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"In this award-winning novel, friends can become enemies, good trips can turn terrifying, and cops and criminals are two sides of the same coin."
85,['Philip K. Dick'],Ubik,,Houghton Mifflin Harcourt,2012,"A dead man sends haunting warnings back from the grave, and Joe Chip must solve these mysteries to determine his own real or surreal existence.",9780547572291,9780547572291,227.0,BOOK,['FICTION'],3.5,65.0,http://books.google.com/books/content?id=SlNIxp0uSR0C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=SlNIxp0uSR0C&printsec=frontcover&dq=isbn:9780547572291&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"A dead man sends haunting warnings back from the grave, and Joe Chip must solve these mysteries to determine his own real or surreal existence."
86,['Philip K. Dick'],Martian Time-Slip,,Mariner Books,2012,"Mars is not a happy place—a planet for exiles, drifters, and psychics, who would otherwise be executed. One such psychic is a ten-year-old boy named Manfred, a boy so powerful he not only looks into the future, but can send people there. But with the turbulent politics of Mars, that future might not be any better than the present. This twisty novel from Philip K. Dick is combines political intrigue, time travel, family drama, and all the perils that come with being the first at anything.",0547572573,9780547572574,278.0,BOOK,['Fiction'],4.0,17.0,http://books.google.com/books/content?id=ijBftQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=ijBftQAACAAJ&dq=isbn:9780547572574&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"This twisty novel from Philip K. Dick is combines political intrigue, time travel, family drama, and all the perils that come with being the first at anything."
87,['Frank Herbert'],Dune,,Ace Books,2019,"A deluxe hardcover edition of the bestselling science-fiction book of all time--part of Penguin Galaxy, a collectible series of six sci-fi/fantasy classics.sics.",9780593099322,9780593099322,688.0,BOOK,['Fiction'],,,http://books.google.com/books/content?id=-hmtDwAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=-hmtDwAAQBAJ&dq=isbn:9780593099322&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"A deluxe hardcover edition of the bestselling science-fiction book of all time--part of Penguin Galaxy, a collectible series of six sci-fi/fantasy classics.sics."
88,['John Boyne'],The Boy in the Striped Pajamas,A Fable,"Random House Digital, Inc.",2006,"Bored and lonely after his family moves from Berlin to a place called ""Out-With"" in 1942, Bruno, the son of a Nazi officer, befriends a boy in striped pajamas who lives behind a wire fence.",9780385751063,9780385751063,215.0,BOOK,['Juvenile Fiction'],4.5,53.0,http://books.google.com/books/content?id=yK7jrmsqJ20C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=yK7jrmsqJ20C&printsec=frontcover&dq=isbn:9780385751063&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Bored and lonely after his family moves from Berlin to a place called &quot;Out-With&quot; in 1942, Bruno, the son of a Nazi officer, befriends a boy in striped pajamas who lives behind a wire fence."
89,,,,,,,,9780771009471,,,,,,,,,,,,
90,['Joseph Heller'],Catch-22,50th Anniversary Edition,Simon & Schuster,2011-04-05,"Fifty years after its original publication, Catch-22 remains a cornerstone of American literature and one of the funniest—and most celebrated—books of all time. In recent years it has been named to “best novels” lists by Time, Newsweek, the Modern Library, and the London Observer. Set in Italy during World War II, this is the story of the incomparable, malingering bombardier, Yossarian, a hero who is furious because thousands of people he has never met are trying to kill him. But his real problem is not the enemy—it is his own army, which keeps increasing the number of missions the men must fly to complete their service. Yet if Yossarian makes any attempt to excuse himself from the perilous missions he’s assigned, he’ll be in violation of Catch-22, a hilariously sinister bureaucratic rule: a man is considered insane if he willingly continues to fly dangerous combat missions, but if he makes a formal request to be removed from duty, he is proven sane and therefore ineligible to be relieved. This fiftieth-anniversary edition commemorates Joseph Heller’s masterpiece with a new introduction by Christopher Buckley; a wealth of critical essays and reviews by Norman Mailer, Alfred Kazin, Anthony Burgess, and others; rare papers and photos from Joseph Heller’s personal archive; and much more. Here, at last, is the definitive edition of a classic of world literature.",1451626657,9781451626650,544.0,BOOK,['Fiction'],,,http://books.google.com/books/content?id=t9iccQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=t9iccQAACAAJ&dq=isbn:9781451626650&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"This fiftieth-anniversary edition commemorates Joseph Heller’s masterpiece with a new introduction; critical essays and reviews by Norman Mailer, Alfred Kazin, Anthony Burgess, and others; rare papers and photos; and much more."
91,['Agatha Christie'],Little Grey Cells,The Quotable Poirot,William Morrow,2016-10-25,"A charming, beautifully designed collection of bite-sized wisdom from Agatha Christie’s beloved detective Hercule Poirot—delightful, witty, and perceptive quotations and bon mots to stimulate every fan’s little grey cells. “My name is Hercule Poirot and I am probably the greatest detective in the world.” Perhaps the most famous detective of all time worldwide, Hercule Poirot is one of the most unique characters ever created. Fastidious, faint of stomach, a literal egghead, and a perpetual curser of patent leather shoes—the French-speaking Belgian may have his eccentricities, but he is also brilliant and full of wisdom both practical and timeless. Now, for the first time ever, all of your favorite pearls of Poirot are collected in one handy volume. With Little Grey Cells, you yourself will be able to solve all of life’s mysteries.",006242517X,9780062425171,160.0,BOOK,['Fiction'],,,http://books.google.com/books/content?id=W8xTrgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=W8xTrgEACAAJ&dq=isbn:9780062425171&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Sometimes funny, often profound, and always revealing, this book of quotes and comments from more than fifty Poirot novels and short stories gives an entertaining glimpse of the man behind the moustache, and the wit and wisdom of the Queen ..."
92,['Ray Bradbury'],The Martian Chronicles,,Simon and Schuster,2012-04-17,"The tranquility of Mars is disrupted by humans who want to conquer space, colonize the planet, and escape a doomed Earth.",9781451678192,9781451678192,241.0,BOOK,['Fiction'],4.0,137.0,http://books.google.com/books/content?id=HzQXlPS48PQC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=HzQXlPS48PQC&printsec=frontcover&dq=isbn:9781451678192&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Bradbury&#39;s Mars is a place of hope, dreams and metaphor - of crystal pillars and fossil seas - where a fine dust settles on the great, empty cities of a silently destroyed civilization."
93,,,,,,,,4784067471046,,,,,,,,,,,,
94,['Anthony Burgess'],A Clockwork Orange,,,2013,"Fifteen-year-old Alex likes lashings of ultraviolence. He and his gang of friends rob, kill and rape their way through a nightmarish future, until the State puts a stop to his riotous excesses. But what will his re-education mean?",0141197536,9780141197531,306.0,BOOK,['Juvenile delinquency'],,,http://books.google.com/books/content?id=PaB7nAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=PaB7nAEACAAJ&dq=isbn:9780141197531&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"This critical edition restores the text of the novel as Anthony Burgess originally wrote it, and includes a glossary of the teen slang &#39;Nadsat&#39;, explanatory notes, pages from the original typescript, interviews, articles and reviews, ..."
95,['Kazuo Ishiguro'],Never Let Me Go,,Vintage Books Canada,2010-08-31,A meditation on mortality and lost innocence: a portrait of adolescence as that hinge moment in life when self-knowledge brings intimations of one's destiny.,9780307400994,9780307400994,304.0,BOOK,['Cloning'],3.5,487.0,http://books.google.com/books/content?id=l2tgn7DGaP4C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=l2tgn7DGaP4C&printsec=frontcover&dq=isbn:9780307400994&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,A meditation on mortality and lost innocence: a portrait of adolescence as that hinge moment in life when self-knowledge brings intimations of one&#39;s destiny.
96,['Agatha Christie'],Murder on the Orient Express Facsimile Edition,,William Morrow,2015-10-06,"A stunning facsimile edition of the original Agatha Christie hardcover—the legendary author’s most famous book, and Hercule Poirot’s most famous case. Just after midnight, a snowdrift stopped the Orient Express in its tracks. The luxurious train was surprisingly full for the time of the year. But by the morning there was one passenger fewer. An American lay dead in his compartment, stabbed a dozen times, his door locked from the inside. With tension mounting, detective Hercule Poirot comes up with not one, but two solutions to the crime. Reproducing the original typesetting and format of the first edition from the Christie family’s archive, Murder on the Orient Express Facsimile Edition also features the first hardcover edition’s actual cover art, which has been painstakingly restored to its original beauty.",0062424750,9780062424754,256.0,BOOK,['Fiction'],,,http://books.google.com/books/content?id=mYZArgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=mYZArgEACAAJ&dq=isbn:9780062424754&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Reproducing the original typesetting and format of the first edition from the Christie family’s archive, Murder on the Orient Express Facsimile Edition also features the first hardcover edition’s actual cover art, which has been ..."
97,['Agatha Christie'],And Then There Were None Facsimile Edition,,William Morrow,2016-11-29,"A beautiful, collectible facsimile edition of Agatha Christie’s most famous book and the bestselling mystery in the world. ""Ten . . ."" Ten strangers are lured to an isolated island mansion off the Devon coast by a mysterious ""U. N. Owen."" ""Nine . . ."" At dinner a recorded message accuses each of them in turn of having a guilty secret, and by the end of the night one of the guests is dead. ""Eight . . ."" Stranded by a violent storm, and haunted by a nursery rhyme counting down one by one . . . as one by one . . . they begin to die. ""Seven . . ."" Which among them is the killer and will any of them survive? Featuring the original typesetting and format of the first edition from the Christie family’s archive, And Then There Were None Facsimile Edition is packaged with the first hardcover edition’s actual cover art, which has been painstakingly restored to its original beauty.",0062484397,9780062484390,272.0,BOOK,['Fiction'],,,http://books.google.com/books/content?id=J5dxjwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=J5dxjwEACAAJ&dq=isbn:9780062484390&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Featuring the original typesetting and format of the first edition from the Christie family’s archive, And Then There Were None Facsimile Edition is packaged with the first hardcover edition’s actual cover art, which has been ..."
98,['Neil Gaiman'],Neil Gaiman/Chris Riddell Box Set,"Coraline; The Graveyard Book; Fortunately, the Milk",HarperCollins,2015-09-08,"This exclusive box set contains the British editions of three bestselling Neil Gaiman classics in paperback, including the Newbery Medal and Carnegie Medal winner The Graveyard Book; Coraline; and Fortunately, the Milk, all illustrated by acclaimed artist Chris Riddell. The editions of Coraline, The Graveyard Book, and Fortunately, the Milk in this box set contain the illustrations from the British editions, which are both hilarious and moving. Acclaimed artist Chris Riddell has won the Kate Greenaway Medal twice, among other awards and honors. These paperbacks have never before been published in the United States and are available here only in this special box set.",0062379828,9780062379825,512.0,BOOK,['Juvenile Fiction'],,,http://books.google.com/books/content?id=pGfHrQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=pGfHrQEACAAJ&dq=isbn:9780062379825&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"These editions, containing the British illustrations—which are both hilarious and moving—have never before been published in the United States."
99,['Agatha Christie'],The Murder of Roger Ackroyd,A Hercule Poirot Mystery,Harper Collins,2011-02-01,"Roger Ackroyd knew too much. He knew that the woman he loved had poisoned her brutal first husband. He suspected also that someone had been blackmailing her. Then, tragically, came the news that she had taken her own life with a drug overdose. But the evening post brought Roger one last fatal scrap of information. Unfortunately, before he could finish reading the letter, he was stabbed to death.",9780062073563,9780062073563,304.0,BOOK,['Fiction'],4.0,2798.0,http://books.google.com/books/content?id=qhIYLzp7aFMC&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=qhIYLzp7aFMC&dq=isbn:9780062073563&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,Roger Ackroyd knew too much.
100,['Andrew Wilson'],A Talent for Murder,A Novel,Washington Square Press,2018-01-02,"Discover the real-life mystery surrounding the queen of crime herself: Agatha Christie. In this “twisty thriller” (Publishers Weekly), Andrew Wilson investigates Christie’s mysterious ten-day disappearance and offers his own gripping explanation, in which Christie is pulled into a riveting case of blackmail and murder. “I wouldn’t scream if I were you. Unless you want the whole world to learn about your husband and his mistress.” Agatha Christie is preparing to board a train, preoccupied with the devastating knowledge that her husband is having an affair. She feels a light touch on her back, causing her to lose her balance, then a sense of someone pulling her to safety from the rush of the incoming train. So begins a terrifying sequence of events—for her rescuer is no guardian angel, rather he is a blackmailer of the most insidious, manipulative kind. “You, Mrs. Christie, are going to commit a murder. But, before then, you are going to disappear.” Writing about murder is a far cry from committing a crime, and Agatha must use every ounce of her cleverness and resourcefulness to thwart an adversary determined to exploit her expertise and knowledge of the act of murder to kill on his behalf. In this tantalizing novel Andrew Wilson ingeniously explores Agatha Christie’s odd ten-day disappearance in 1926 and weaves an utterly compelling and convincing story around this still unsolved mystery involving the world’s bestselling novelist.",150114507X,9781501145070,320.0,BOOK,['Fiction'],,,http://books.google.com/books/content?id=9Q_tyQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=9Q_tyQEACAAJ&dq=isbn:9781501145070&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,In this tantalizing novel Andrew Wilson ingeniously explores Agatha Christie’s odd ten-day disappearance in 1926 and weaves an utterly compelling and convincing story around this still unsolved mystery involving the world’s bestselling ...
101,['Maureen Jennings'],Except the Dying,,McClelland & Stewart Limited,2012,"A young girl's naked body is found in a deserted lane in the middle of winter, 1895, and Toronto Detective William Murdoch must find out why she had to die that way in order to prevent another similar murder.",9780771043024,9780771043024,345.0,BOOK,['Fiction'],3.0,16.0,http://books.google.com/books/content?id=DKD69tmosb8C&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=DKD69tmosb8C&printsec=frontcover&dq=isbn:9780771043024&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"A young girl&#39;s naked body is found in a deserted lane in the middle of winter, 1895, and Toronto Detective William Murdoch must find out why she had to die that way in order to prevent another similar murder."
102,['Elisabeth Elo'],North of Boston,A Novel,Penguin,2014-12-30,"“A gripping and unorthodox thriller, packed with intriguing characters and unexpected twists.” —Tom Perrotta, bestselling author of Nine Inches Like Smilla’s Sense of Snow combined with the best of Dennis Lehane, North of Boston is a dark and deeply atmospheric thriller with a sharp-witted, tough-talking heroine readers will be clamoring to meet again. Boston-bred Pirio Kasparov is out on her friend Ned’s fishing boat when a freighter rams into them, dumping them both into the icy waters of the North Atlantic. Somehow, she survives nearly four hours before being rescued. Ned is not so lucky. Pirio can’t shake the feeling that what happened was no accident, a suspicion seconded by her cynical Russian-immigrant father. And when Pirio teams up with the unlikeliest of partners, she begins unraveling a terrifying plot that leads to the frozen reaches of the Canadian arctic, where she confronts her ultimate challenge: to trust herself.",9780143126126,9780143126126,432.0,BOOK,['Fiction'],3.5,8.0,http://books.google.com/books/content?id=opdPEAAAQBAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=opdPEAAAQBAJ&dq=isbn:9780143126126&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"“A gripping and unorthodox thriller, packed with intriguing characters and unexpected twists.” —Tom Perrotta, bestselling author of Nine Inches Like Smilla’s Sense of Snow combined with the best of Dennis Lehane, North of Boston is ..."
103,['Agatha Christie'],Hercule Poirot: The Complete Short Stories,A Hercule Poirot Collection with Foreword by Charles Todd,William Morrow Paperbacks,2013-09-10,"At last, a single volume that gathers together all of the short stories featuring Agatha Christie's most famous creation, Hercule Poirot. The dapper, mustache-twirling little Belgian with the egg-shaped head and curious mannerisms has solved some of the most puzzling crimes of the century—and, in his own humble opinion, is ""probably the greatest detective in the world."" In this complete collection of more than 50 stories, ranging from short tales to novellas, Poirot faces violent murders, poisonings, kidnappings, and thefts—all solved with his characteristic panache. Only Agatha Christie could have devised cases worthy of Hercule Poirot's skill and ""little gray cells.""",0062251678,9780062251671,896.0,BOOK,['Fiction'],,,http://books.google.com/books/content?id=JTu6MgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=JTu6MgEACAAJ&dq=isbn:9780062251671&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"&quot; In this complete collection of more than 50 stories, ranging from short tales to novellas, Poirot faces violent murders, poisonings, kidnappings, and thefts—all solved with his characteristic panache."
104,['Stuart Turton'],The Seven Deaths of Evelyn Hardcastle,A Novel,HarperCollins Publishers,2018-09-18,"A brilliantly original high concept murder mystery from a fantastic new talent: Gosford Park meets Agatha Christie's Murder on the Orient Express 'Somebody's going to be murdered at the ball tonight. It won't appear to be a murder and so the murderer won't be caught. Rectify that injustice and I'll show you the way out.' It is meant to be a celebration but it ends in tragedy. As fireworks explode overhead, Evelyn Hardcastle, the young and beautiful daughter of the house, is killed. But Evelyn will not die just once. Until Aiden – one of the guests summoned to Blackheath for the party – can solve her murder, the day will repeat itself, over and over again. Every time ending with the fateful pistol shot. The only way to break this cycle is to identify the killer. But each time the day begins again, Aiden wakes in the body of a different guest. And someone is determined to prevent him ever escaping Blackheath...",1443457469,9781443457460,448.0,BOOK,['Fiction'],3.5,92.0,http://books.google.com/books/content?id=4sJcswEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=4sJcswEACAAJ&dq=isbn:9781443457460&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,A brilliantly original high concept murder mystery from a fantastic new talent: Gosford Park meets Agatha Christie&#39;s Murder on the Orient Express &#39;Somebody&#39;s going to be murdered at the ball tonight.
105,['Anthony Horowitz'],Magpie Murders,A Novel,HarperCollins Publishers,2017-06-06,"From the New York Times bestselling author of Moriarty and Trigger Mortis, this fiendishly brilliant, riveting thriller weaves a classic whodunit worthy of Agatha Christie into a chilling, ingeniously original modern-day mystery. When editor Susan Ryeland is given the manuscript of Alan Conway’s latest novel, she has no reason to think it will be much different from any of his others. After working with the bestselling crime writer for years, she’s intimately familiar with his detective, Atticus Pünd, who solves mysteries disturbing sleepy English villages. An homage to queens of classic British crime such as Agatha Christie and Dorothy Sayers, Alan’s traditional formula has proved hugely successful. So successful that Susan must continue to put up with his troubling behavior if she wants to keep her job. Conway’s latest tale has Atticus Pünd investigating a murder at Pye Hall, a local manor house. Yes, there are dead bodies and a host of intriguing suspects, but the more Susan reads, the more she’s convinced that there is another story hidden in the pages of the manuscript: one of real-life jealousy, greed, ruthless ambition, and murder. Masterful, clever, and relentlessly suspenseful, Magpie Murders is a deviously dark take on vintage English crime fiction in which the reader becomes the detective.",1443452564,9781443452564,496.0,BOOK,['Fiction'],4.0,99.0,http://books.google.com/books/content?id=qYdlvgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=qYdlvgAACAAJ&dq=isbn:9781443452564&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"Deviously dark, clever and ruthlessly suspenseful, Magpie Murders is a masterful dark take on vintage crime fiction."
106,['Arthur Conan Doyle'],The Complete Sherlock Holmes,,Knickerbocker Classics,2013-09-19,"The next elegant edition in the Knickerbocker Classic series is The Complete Sherlock Holmes comprised of 4 full-length novels and 56 short stories featuring the world's most famous pipe-smoking detective. Written by Sir Arthur Conan Doyle between the years 1867 and 1927, the legendary Sherlock Holmes employed his mastery of deductive reasoning and expert sleuthing to solve an arraying of complex and harrowing cases. From his home – 221B Baker Street in London - the legendary Sherlock Holmes (accompanied by his loyal companion and chronicler, Dr. Watson) baffled policemen and became famous worldwide for his remarkable observations and even more eccentric habits. For Sherlock Holmes fans worldwide, this stunning gift edition has a full cloth binding, foil blocking on the spine, ribbon marker, and is packaged neatly in an elegant slipcase. Featuring a foreword from renowned Holmes scholar, Daniel Stashower, (author of A Teller of Tales: The Life of Arthur Conan Doyle and Sherlock Holmes in America), The Complete Sherlock Holmes contains every known Sherlock Holmes tale ever written. From Holmes' first appearance in “A Study in Scarlet” (1887) and The Hound of the Baskervilles (1901-1902), through the collection of stories in the The Case-Book of Sherlock Holmes, this deluxe edition boasts the entire Holmes catalogue.",9781937994303,9781937994303,1200.0,BOOK,['Fiction'],4.0,51.0,http://books.google.com/books/content?id=qR0QAgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,en,http://books.google.ca/books?id=qR0QAgAAQBAJ&printsec=frontcover&dq=isbn:9781937994303&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,The next elegant edition in the Knickerbocker Classic series is The Complete Sherlock Holmes comprised of 4 full-length novels and 56 short stories featuring the world&#39;s most famous pipe-smoking detective.
107,['Brandon Sanderson'],Mistborn Set,"Mistborn, the Well of Ascension, the Hero of Ages",,2020-03-31,,125026717X,9781250267177,,BOOK,['Fiction'],,,http://books.google.com/books/content?id=xjFIxgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=xjFIxgEACAAJ&dq=isbn:9781250267177&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"From #1 bestselling author Brandon Sanderson comes the beautifully designed Mistborn Boxed Set I, collecting his thrilling trilogy."
108,['John Ronald Reuel Tolkien'],The Fellowship of the Ring,Being the First Part of the Lord of the Rings,HarperCollins Publishers,2012,"Continuing the story begun in The Hobbit, this is the first part of Tolkien s epic masterpiece, The Lord of the Rings, featuring an exclusive cover image from the film, the definitive text, and a detailed map of Middle-earth. Sauron, the Dark Lord, has gathered to him all the Rings of Power the means by which he intends to rule Middle-earth. All he lacks in his plans for dominion is the One Ring the ring that rules them all which has fallen into the hands of the hobbit, Bilbo Baggins. In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose. To celebrate the release of the first of Peter Jackson s two-part film adaptation of The Hobbit, THE HOBBIT: AN UNEXPECTED JOURNEY, this first part of The Lord of the Rings is available for a limited time with an exclusive cover image from Peter Jackson s award-winning trilogy.""",0007488300,9780007488308,531.0,BOOK,"['Baggins, Frodo (Fictitious character)']",4.0,2477.0,http://books.google.com/books/content?id=_FjrugAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,en,http://books.google.ca/books?id=_FjrugAACAAJ&dq=isbn:9780007488308&hl=&cd=1&source=gbs_api,CA,NOT_FOR_SALE,False,"The Lord of the Rings is an epic adventure, a beautifully written masterpiece of imaginative fiction of the 20th century."
